"layers: 5, Hidden: 18","layers: 6, Hidden: 19","layers: 4, Hidden: 10","layers: 4, Hidden: 11","layers: 9, Hidden: 20","layers: 10, Hidden: 21","layers: 8, Hidden: 17","layers: 9, Hidden: 17","layers: 5, Hidden: 4","layers: 6, Hidden: 4"
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4573),tensor(0.4574),tensor(0.4581),tensor(0.4569),tensor(0.6580),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4573),tensor(0.4574),tensor(0.4581),tensor(0.4569),tensor(0.6565),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4573),tensor(0.4574),tensor(0.4581),tensor(0.4569),tensor(0.6550),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4573),tensor(0.4574),tensor(0.4581),tensor(0.4569),tensor(0.6535),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4573),tensor(0.4574),tensor(0.4581),tensor(0.4569),tensor(0.6520),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4573),tensor(0.4574),tensor(0.4581),tensor(0.4569),tensor(0.6505),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4573),tensor(0.4574),tensor(0.4581),tensor(0.4569),tensor(0.6490),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4573),tensor(0.4574),tensor(0.4581),tensor(0.4569),tensor(0.6475),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4573),tensor(0.4574),tensor(0.4581),tensor(0.4569),tensor(0.6460),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4573),tensor(0.4574),tensor(0.4581),tensor(0.4569),tensor(0.6446),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4574),tensor(0.4581),tensor(0.4569),tensor(0.6431),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4574),tensor(0.4581),tensor(0.4568),tensor(0.6417),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4574),tensor(0.4581),tensor(0.4568),tensor(0.6402),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4574),tensor(0.4581),tensor(0.4568),tensor(0.6388),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4574),tensor(0.4581),tensor(0.4568),tensor(0.6374),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4574),tensor(0.4581),tensor(0.4568),tensor(0.6360),tensor(0.4580)
tensor(0.4565),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4574),tensor(0.4581),tensor(0.4568),tensor(0.6346),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4574),tensor(0.4580),tensor(0.4568),tensor(0.6332),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4574),tensor(0.4580),tensor(0.4568),tensor(0.6318),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4574),tensor(0.4580),tensor(0.4568),tensor(0.6304),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4574),tensor(0.4580),tensor(0.4568),tensor(0.6290),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6277),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6263),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6250),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6236),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6223),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4570),tensor(0.4574),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6210),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4574),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6197),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4574),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6184),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6171),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6158),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6145),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6132),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6120),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6107),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6094),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6082),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6070),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6057),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6045),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6033),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6021),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.6009),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.5997),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.5985),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.5974),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.5962),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4572),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.5950),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.5939),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.5927),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.5916),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.5905),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.5894),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4568),tensor(0.5882),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5871),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5860),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5849),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5839),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5828),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5817),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5806),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5796),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5785),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5775),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5765),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5754),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5744),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5734),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5724),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5714),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4580),tensor(0.4567),tensor(0.5704),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4579),tensor(0.4567),tensor(0.5694),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4579),tensor(0.4567),tensor(0.5684),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4579),tensor(0.4567),tensor(0.5675),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4579),tensor(0.4567),tensor(0.5665),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4579),tensor(0.4567),tensor(0.5655),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4573),tensor(0.4579),tensor(0.4567),tensor(0.5646),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5636),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5627),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5618),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4573),tensor(0.4571),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5608),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4572),tensor(0.4571),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5599),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4572),tensor(0.4571),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5590),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4572),tensor(0.4571),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5581),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4572),tensor(0.4571),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5572),tensor(0.4580)
tensor(0.4564),tensor(0.4575),tensor(0.4569),tensor(0.4572),tensor(0.4571),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5563),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4569),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5554),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4569),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5545),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5536),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5528),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5519),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4567),tensor(0.5511),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5502),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5494),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5485),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5477),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5469),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5460),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5452),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5444),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5436),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5428),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5420),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5412),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5405),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5397),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5389),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5382),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5374),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5367),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5359),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5352),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5344),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5337),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5330),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5323),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5316),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5309),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5302),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5295),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5288),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5281),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5274),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4570),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5267),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4572),tensor(0.4579),tensor(0.4566),tensor(0.5261),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4572),tensor(0.4578),tensor(0.4566),tensor(0.5254),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4572),tensor(0.4578),tensor(0.4566),tensor(0.5248),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4572),tensor(0.4578),tensor(0.4565),tensor(0.5241),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4572),tensor(0.4578),tensor(0.4565),tensor(0.5235),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4572),tensor(0.4578),tensor(0.4565),tensor(0.5228),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4572),tensor(0.4578),tensor(0.4565),tensor(0.5222),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4572),tensor(0.4578),tensor(0.4565),tensor(0.5215),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4572),tensor(0.4578),tensor(0.4565),tensor(0.5209),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4572),tensor(0.4578),tensor(0.4565),tensor(0.5203),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4572),tensor(0.4578),tensor(0.4565),tensor(0.5197),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4572),tensor(0.4578),tensor(0.4565),tensor(0.5191),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5185),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5179),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5173),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5167),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5161),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5155),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5149),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5144),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4572),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5138),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5132),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5127),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5121),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5116),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5110),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5105),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5099),tensor(0.4580)
