"layers: 5, Hidden: 18","layers: 6, Hidden: 19","layers: 4, Hidden: 10","layers: 4, Hidden: 11","layers: 9, Hidden: 20","layers: 10, Hidden: 21","layers: 8, Hidden: 17","layers: 9, Hidden: 17","layers: 5, Hidden: 4","layers: 6, Hidden: 4"
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5094),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5089),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5084),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5078),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5073),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4568),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4565),tensor(0.5068),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5063),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5058),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5053),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5048),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5043),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5038),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4569),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5034),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5029),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5024),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5020),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5015),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5010),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5006),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.5001),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.4997),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.4992),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.4988),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.4984),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.4979),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.4975),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4578),tensor(0.4564),tensor(0.4971),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4577),tensor(0.4564),tensor(0.4966),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4577),tensor(0.4564),tensor(0.4962),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4577),tensor(0.4564),tensor(0.4958),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4577),tensor(0.4564),tensor(0.4954),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4577),tensor(0.4564),tensor(0.4950),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4577),tensor(0.4564),tensor(0.4946),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4577),tensor(0.4564),tensor(0.4942),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4571),tensor(0.4577),tensor(0.4563),tensor(0.4938),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4934),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4930),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4926),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4923),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4919),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4915),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4911),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4908),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4904),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4901),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4897),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4893),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4890),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4886),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4883),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4880),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4876),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4873),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4870),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4866),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4568),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4863),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4860),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4857),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4853),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4563),tensor(0.4850),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4847),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4844),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4841),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4838),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4835),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4832),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4829),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4826),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4823),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4821),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4818),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4815),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4812),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4810),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4807),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4571),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4804),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4570),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4802),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4570),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4799),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4570),tensor(0.4567),tensor(0.4570),tensor(0.4577),tensor(0.4562),tensor(0.4796),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4567),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4577),tensor(0.4562),tensor(0.4794),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4577),tensor(0.4562),tensor(0.4791),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4577),tensor(0.4562),tensor(0.4789),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4577),tensor(0.4562),tensor(0.4786),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4784),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4781),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4779),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4776),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4774),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4772),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4769),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4767),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4765),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4763),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4760),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4758),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4756),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4754),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4752),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4749),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4747),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4745),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4743),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4561),tensor(0.4741),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4739),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4567),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4737),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4735),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4733),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4731),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4729),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4728),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4726),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4724),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4722),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4720),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4718),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4569),tensor(0.4576),tensor(0.4560),tensor(0.4717),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4560),tensor(0.4715),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4560),tensor(0.4713),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4560),tensor(0.4711),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4560),tensor(0.4710),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4560),tensor(0.4708),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4560),tensor(0.4706),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4705),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4703),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4701),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4700),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4698),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4697),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4695),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4694),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4692),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4691),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4689),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4688),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4686),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4685),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4683),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4682),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4559),tensor(0.4681),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4558),tensor(0.4679),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4558),tensor(0.4678),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4558),tensor(0.4677),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4576),tensor(0.4558),tensor(0.4675),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4575),tensor(0.4558),tensor(0.4674),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4575),tensor(0.4558),tensor(0.4673),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4575),tensor(0.4558),tensor(0.4671),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4568),tensor(0.4575),tensor(0.4558),tensor(0.4670),tensor(0.4580)
tensor(0.4564),tensor(0.4574),tensor(0.4566),tensor(0.4570),tensor(0.4566),tensor(0.4567),tensor(0.4575),tensor(0.4558),tensor(0.4669),tensor(0.4580)
